	Wikipedia movie ID	Movie name	Release date	Box office revenue	Year	Week	Dominant_category
1545	6690287	Moon of the Wolf	1972-09-26		1972	39	crime
1546	18250205	The House of Tomorrow	1949-06-11		1949	23	home
1547	716738	Meet Joe Black	1998-11-13	142940100.0	1998	46	children
1548	454655	The Wedding Singer	1998-02-13	123306987.0	1998	7	wedding
1549	28667234	Final Shot: The Hank Gathers Story	1992-03-29		1992	13	death
1550	5254819	Thoughtcrimes	2003-01-01		2003	1	crime
1551	35685303	Adult World	2013-04-18		2013	16	family
1552	1695534	Ender's Game	2013-10-25		2013	43	family
1553	1089233	Revenge of the Nerds IV: Nerds in Love	1994-05-09		1994	19	family
1554	2396120	The Man	2005-09-09	10393696.0	2005	36	traveling
1555	9031647	Autism: The Musical	2007-01-01		2007	1	family
1556	1598996	Almost Heroes	1998-05-29	6136856.0	1998	22	kill
1557	11056435	Doctor Benny	2003-05-02		2003	18	children
1558	4198067	Mammoth	2006-04-02		2006	13	negative_emotion
1559	3418874	Wal-Mart: The High Cost of Low Price	2005-11-04		2005	44	family
1560	1485962	The Mask	1994-07-29	351583407.0	1994	30	crime
1561	1089230	Revenge of the Nerds III: The Next Generation	1992-02-18		1992	8	party
1562	6983796	The Killing Floor	2007-03-14		2007	11	home
1563	1415904	What's New Pussycat?	1965-06-22		1965	25	children
1564	11137864	Vanishing Point	1997-01-07		1997	2	traveling
1565	2958168	Lovely & Amazing	2001-08-31	4695781.0	2001	35	children
1566	9391085	High School Musical 3: Senior Year	2008-09-28	252909177.0	2008	39	party
1567	2546472	Friday the 13th Part VII: The New Blood	1988-05-13	19170001.0	1988	19	home
1568	1291587	Vanity Fair	2004-09-01	19463185.0	2004	36	family
1569	25544950	Gone with the Pope	2010-03-12		2010	10	crime
1570	2161511	Mom and Dad Save The World	1992-07-24	2034470.0	1992	30	wedding
1571	8159372	The Last Sunset	1961-06-06		1961	23	crime
1572	30717626	Three Bewildered People in the Night	1987-08-11		1987	33	wedding
1573	236122	Don't Say a Word	2001-09-24	100020092.0	2001	39	crime
1574	11253233	The Snows of Kilimanjaro	1952-08-18	6500000.0	1952	34	party
1575	3925275	The One and Only, Genuine, Original Family Band	1968-03-21		1968	12	wedding
1576	6503294	Leave It to Beaver	1997-08-22		1997	34	children
1577	5579274	Wanda Nevada	1979-06-01	2411145.0	1979	22	traveling
1578	1755675	Old Yeller	1957-12-25		1957	52	family
1579	10069910	Bloody Murder 2: Closing Camp	2003-02-18		2003	8	traveling
1580	3978804	Joy in the Morning	1965-05-05		1965	18	family
1581	14727566	The Big Doll House	1971-01-01	10000000.0	1971	53	crime
1582	19757981	The Big Premiere	1940-03-09		1940	10	children
1583	17980087	The Subject Was Roses	1968-10-13		1968	41	family
1584	3635829	Running Scared	2006-01-06	9380029.0	2006	1	family
1585	24690281	5 Card Stud	1968-07-28		1968	30	death
1586	25366020	Dark Alibi	1946-05-25		1946	21	crime
1587	18929976	My Mom's New Boyfriend	2008-04-30		2008	18	children
1588	11543369	Muscle Beach Tom	1956-09-07		1956	36	wedding
1589	21444743	The Muslims I Know	2008-06-08		2008	23	negative_emotion
1590	10189121	Romeo & Juliet: Sealed with a Kiss	2006-06-23	463002.0	2006	25	wedding
1591	8737296	Andre's Mother	1990-03-07		1990	10	death
1592	10140793	The Green Hornet Strikes Again	1941-01-04		1941	1	crime
1593	29133741	Death Note: The Last Name	2006-10-16		2006	42	negative_emotion
1594	2461592	Casino Royale	1967-04-13	41700000.0	1967	15	kill
1595	11671832	Sleuth	2007-10-11	4872444.0	2007	41	crime
1596	156613	Bright Victory	1951-07-31		1951	31	family
1597	7642474	The Turning	1992-05-02		1992	18	family
1598	28648635	X-Men: First Class	2011-05-25	353624124.0	2011	21	kill
1599	14828868	Stingaree	1934-05-25	563000.0	1934	21	party
1600	5716888	Attila	2001-01-01		2001	1	death
1601	30872649	The Thief and the Cobbler	1995-08-25	669276.0	1995	34	crime
1602	30273553	Drive	2011-05-20	76175166.0	2011	20	crime
1603	16306760	Smuggler's Cove	1948-10-10		1948	41	home
1604	314775	Mr. Baseball	1992-10-02	20883046.0	1992	40	family
1605	12764922	Phffft!	1954-11-10	1550000.0	1954	45	family
1606	2543813	The Pawnshop	1916-10-02		1916	40	family
1607	28789973	The Tuttles of Tahiti	1942-04-29		1942	18	children
1608	3037303	Daddy Long Legs	1955-05-05	2500000.0	1955	18	family
1609	32129077	The Navy Comes Through	1942-10-27		1942	44	crime
1610	20969093	Reality Horror Night	2009-10-31		2009	44	party
1611	77672	The Song of Bernadette	1943-12-21		1943	51	family
1612	29196894	The New Age	1994-09-13		1994	37	negative_emotion
1613	1975939	The Desperate Hours	1955-10-05	2500000.0	1955	40	crime
1614	19165774	The Wreck of the Mary Deare	1959-11-06		1959	45	traveling
1615	14415759	Raffles	1930-07-24		1930	30	crime
1616	9613761	Taps	2006-08-08		2006	32	party
1617	7255312	The Wolfman	2010-01-27	142634358.0	2010	4	negative_emotion
1618	4882569	Yesterday Was a Lie	2008-01-17		2008	3	crime
1619	17726219	Disaster Movie	2008-08-29	34816824.0	2008	35	negative_emotion
1620	16233363	Ali Baba and the Forty Thieves	1954-12-24		1954	51	crime
1621	805053	Before Sunrise	1995-01-27	5535405.0	1995	4	traveling
1622	3907805	9	2005-04-21		2005	16	children
1623	15148739	One Terrible Day	1922-09-10		1922	36	children
1624	14627188	Carmen	1915-10-31		1915	43	crime
1625	10155456	Detention	2003-09-05		2003	36	children
1626	26274453	Oklahoma Crude	1973-07-03		1973	27	children
1627	2555226	Hold That Lion!	1947-07-17		1947	29	traveling
1628	31795894	Step Up 4ever	2012-07-26	138942405.0	2012	30	party
1629	5603557	Should Married Men Go Home?	1928-09-08		1928	36	children
1630	9732383	Making of a Male Model	1983-10-09		1983	40	wedding
1631	2241866	Moment by Moment	1978-12-22	10963824.0	1978	51	children
1632	76331	Scarface	1932-04-09		1932	14	crime
1633	2190622	16 Blocks	2006-03-03	65664721.0	2006	9	crime
1634	10844342	The Dog House	1952-11-29		1952	48	home
1635	145621	Angels with Dirty Faces	1938-11-26		1938	47	children
1636	31059075	Confessions of a Lady Cop	1980-04-28		1980	18	crime
1637	18400321	Bomber's Moon	1943-08-06		1943	31	crime
1638	22348404	The Cell 2	2009-06-16		2009	25	death
1639	2996768	Jennifer	1978-05-13		1978	19	children
1640	6170272	Mickey	1948-06-23		1948	26	children
1641	26245806	Cruel and Unusual	2006-10-24		2006	43	children
1642	695522	At the Circus	1939-10-20		1939	42	crime
1643	6439404	I Like It Like That	1994-09-12		1994	37	family
1644	21380202	Tower of Evil	1972-05-19		1972	20	crime
1645	27369092	Zandy's Bride	1974-05-19		1974	20	children
1646	5313889	The Flock	2007-08-04		2007	31	crime
1647	4813288	The Long, Hot Summer	1958-04-03		1958	14	children
1648	26695339	The Rite	2011-01-26	96047633.0	2011	4	children
1649	1329111	Bananas	1971-04-28	11833696.0	1971	17	crime
1650	525270	Kill Bill Volume 2	2004-04-16	152159461.0	2004	16	kill
1651	9661361	Pardners	1956-07-25	3600000.0	1956	30	children
1652	1853795	The Creeping Terror	1964-01-01		1964	1	negative_emotion
1653	17997162	Brüno	2009-06-25	138805831.0	2009	26	traveling
1654	146709	Darby O'Gill and the Little People	1959-06-26		1959	26	death
1655	7643463	Double Dragon	1994-11-04	2341309.0	1994	44	family
1656	33500890	Dog Tags	2008-01-01		2008	1	family
1657	2298243	All Over Me	1997-02-15	150646.0	1997	7	home
1658	14472966	30 Days of Night: Blood Trails	2007-09-13		2007	37	kill
1659	8982096	Texas Across the River	1966-10-26		1966	43	wedding
1660	5083366	Johnny Handsome	1989-09-12	7237794.0	1989	37	crime
1661	12765279	Three for the Show	1955-02-24	1250000.0	1955	8	wedding
1662	465470	The Prince of Egypt	1998-12-16	218613188.0	1998	51	family
1663	106357	Missing	1982-02-12		1982	6	family
1664	8781770	Second Chance	1953-07-18	2000000.0	1953	29	kill
1665	2853895	The Pirate	1948-03-27		1948	13	wedding
1666	12523436	Jasper and the Haunted House	1942-10-23		1942	43	negative_emotion
1667	27960942	Silly Scandals	1931-05-23		1931	21	party
1668	15589712	New Year's Evil	1980-12-26		1980	52	crime
1669	31652234	No Minor Vices	1948-11-12		1948	46	death
1670	29443815	Earthbound	1981-01-30		1981	5	children
1671	23691006	Young Bill Hickok	1940-10-21		1940	43	death
1672	3541699	Life Without Dick	2002-01-01		2002	1	crime
1673	10676879	Bookies	2003-01-01		2003	1	kill
1674	33499642	Murder in a Small Town	1999-01-10		1999	1	crime
1675	19011948	Love at Large	1990-03-09	1436308.0	1990	10	crime
1676	6228904	The Last Movie	1971-09-29		1971	39	crime
1677	28207356	Mask-A-Raid	1931-11-07		1931	45	negative_emotion
1678	24142265	Texas to Bataan	1942-10-16		1942	42	kill
1679	23423291	Cheaper to Marry	1925-02-09		1925	7	family
1680	4118310	Tarzan & Jane	2002-07-23		2002	30	party
1681	27792643	For Colored Girls	2010-11-05	37747016.0	2010	44	family
1682	21607420	Street Racer	2008-05-27		2008	22	crime
1683	15516110	The Road to Wellville	1994-10-28	6562513.0	1994	43	family
1684	28215554	Budrus	2009-12-13		2009	50	negative_emotion
1685	5697632	Hurricane Streets	1998-02-13		1998	7	crime
1686	19828161	Benjamin Franklin, Jr.	1943-01-30		1943	4	children
1687	8964687	Dangerously Close	1986-05-09	2400000.0	1986	19	crime
1688	5667770	The Birth of a Race	1918-12-01		1918	48	family
1689	7189073	The Food of the Gods	1976-06-18		1976	25	death
1690	1176717	Gummo	1997-08-29	16799.0	1997	35	children
1691	841551	Invasion of the Bee Girls	1973-06-01		1973	22	death
1692	3257858	Gidget Goes Hawaiian	1961-06-02		1961	22	home
1693	1962219	Hocus Pocus	1993-07-16	39514713.0	1993	28	children
1694	2380240	Bitters and Blue Ruin	2002-07-08		2002	28	negative_emotion
1695	29148033	So Evil My Love	1948-03-03		1948	10	crime
1696	20002742	Palm Springs Weekend	1963-11-05		1963	45	children
1697	1937414	The Little Prince	1974-11-07		1974	45	children
1698	11453521	The Ball Game	1898-05-20		1898	20	family
1699	20518520	After the Ball	1956-02-13		1956	7	family
1700	14746711	Knight Rider	2008-02-17		2008	7	traveling
1701	36546495	Mom's on Strike	2002-03-17		2002	11	home
1702	11453506	Gentlemen of Nerve	1914-10-29		1914	44	party
1703	2672672	Audrey Rose	1977-04-06		1977	14	children
1704	1927824	Puddle Cruiser	1996-01-01		1996	1	crime
1705	2388465	Madigan	1968-03-29		1968	13	crime
1706	11600310	Buried Alive	1990-05-09		1990	19	children
1707	7407088	Goodbye Again	1961-06-29		1961	26	children
1708	16350869	Soccer Mom	2008-09-30		2008	40	children
1709	9897840	The Night of the Iguana	1964-08-06		1964	32	traveling
1710	390693	Born in Flames	1983-11-03		1983	44	children
1711	10502224	The Monster of Piedras Blancas	1959-04-22		1959	17	children
1712	576204	Cousins	1989-02-10	22026369.0	1989	6	family
1713	22791060	Redshirt Blues	2001-09-16		2001	37	death
1714	3418900	Cast a Giant Shadow	1966-03-30		1966	13	death
1715	877225	The Crow: Salvation	2000-01-23		2000	3	death
1716	24067673	My Sister Eileen	1942-09-24		1942	39	home
1717	2426058	Proof	2005-09-30	14189860.0	2005	39	home
1718	870946	The Bourne Supremacy	2004-07-15	288500217.0	2004	29	crime
1719	25757091	The Duel at Silver Creek	1952-08-01	1250000.0	1952	31	children
1720	5586495	Sinbad	1971-11-25		1971	47	family
1721	5454727	Cash McCall	1960-01-27		1960	4	wedding
1722	5416971	Down	2003-05-20		2003	21	death
1723	9823573	Death Wish 4: The Crackdown	1987-11-06	6880310.0	1987	45	death
1724	24494541	French Postcards	1979-10-19		1979	42	home
1725	1235519	Weekend at Bernie's	1989-07-05	30218387.0	1989	27	death
1726	7853339	Defence of the Realm	1986-09-06		1986	36	crime
1727	19730179	Me and Dad's New Wife	1975-02-18		1975	8	family
1728	17286656	The Case of the Curious Bride	1935-04-13		1935	15	death
1729	4419809	Andre	1994-08-17		1994	33	children
1730	1123132	Fright Night	1985-08-02	24922237.0	1985	31	kill
1731	338849	The Last Starfighter	1984-07-13	28733290.0	1984	28	kill
1732	34643655	Turbo	2013-07-18		2013	29	death
1733	34312285	Paranormal Activity 4	2012-10-18	91941891.0	2012	42	home
1734	2297089	The Ghost and Mrs. Muir	1947-06-26		1947	26	family
1735	18685527	Scooby-Doo and the Goblin King	2008-09-23		2008	39	children
1736	1820344	Deadfall	1993-10-08	18369.0	1993	40	family
1737	2984225	Night Skies	2007-01-23		2007	4	negative_emotion
1738	18427933	A Dispatch from Reuters	1940-10-19		1940	42	family
1739	6115870	Scavenger Hunt	1979-12-21		1979	51	children
1740	28207840	Crazy Town	1932-03-25		1932	12	traveling
1741	1359571	The Wind and the Lion	1975-05-22		1975	21	crime
1742	14884678	Death in Love	2008-01-22		2008	4	children
1743	30312846	The Chinese Cat	1944-05-20		1944	20	crime
1744	7893461	The Girl	2001-04-06	104883.0	2001	14	children
1745	14884669	Disappearance	2002-04-21		2002	16	family
1746	18953977	Tease for Two	1965-08-28		1965	34	negative_emotion
1747	10497486	A-Lad-In His Lamp	1948-10-23		1948	43	traveling
1748	25541925	Abandoned	2010-08-24		2010	34	wedding
1749	19876554	Sleeping with the Devil	1997-04-22		1997	17	crime
1750	22544242	Robin Hood Makes Good	1939-02-11		1939	6	children
1751	74951	Meshes of the Afternoon	1943-01-01		1943	53	home
1752	7047441	Billy's Dad is a Fudgepacker	2004-11-07		2004	45	family
1753	8729953	Haunted	1995-10-27		1995	43	children
1754	34339863	The Gay Caballero	1940-10-04		1940	40	negative_emotion
1755	11248834	The Magnetic Telescope	1942-04-24		1942	17	negative_emotion
1756	349874	The Inn of the Sixth Happiness	1958-12-11		1958	50	traveling
1757	13938100	Windy Riley Goes Hollywood	1931-05-03		1931	18	negative_emotion
1758	67441	Ticker	2001-11-13		2001	46	crime
1759	1328188	Desperate Living	1977-05-27		1977	21	kill
1760	20518441	Bunco Busters	1955-11-21		1955	47	crime
1761	1605299	The Invisible Man	1933-11-13		1933	46	traveling
1762	5579355	Digimon: The Movie	2000-03-17	16643191.0	2000	11	kill
1763	4403560	Clockers	1995-09-13		1995	37	crime
1764	1419848	Lost in America	1985-02-15		1985	7	traveling
1765	3653578	Return of the Fly	1959-07-01		1959	27	kill
1766	2015043	A Fine Madness	1966-09-23		1966	38	wedding
1767	2170326	Soldier's Girl	2003-05-31		2003	22	crime
1768	11260752	Fit to Be Tied	1952-07-26		1952	30	wedding
1769	14107102	The Fugitive Kind	1959-12-01		1959	49	children
1770	5653946	Fatal Desire	2006-04-03		2006	14	children
1771	28136271	Dangerous Nan McGrew	1930-06-22		1930	25	kill
1772	224220	Space Is the Place	1974-11-01		1974	44	traveling
1773	1863523	The Enforcer	1951-01-25	2000000.0	1951	4	crime
1774	1072075	Scooby-Doo	2002-06-08	275650703.0	2002	23	traveling
1775	473253	Anna and the King	1999-12-06	113996937.0	1999	49	children
1776	15109392	A Terrible Beauty	1960-06-17		1960	24	family
1777	1723357	Whirlpool	1949-11-28		1949	48	crime
1778	6149341	Behind Enemy Lines: Axis of Evil	2006-10-17		2006	42	kill
1779	2344342	Crime Wave	1954-01-12		1954	2	crime
1780	23842374	Blood Beach	1980-09-01		1980	36	crime
1781	2218967	Raspberry & Lavender	2004-12-23		2004	52	children
1782	6179031	One Girl's Confession	1953-04-06		1953	15	traveling
1783	19702661	Fairy Tales	1978-08-01		1978	31	children
1784	8435438	Future War	1997-01-28		1997	5	kill
1785	348449	Garfield: The Movie	2004-06-11	200804534.0	2004	24	party
1786	20599861	Rock A Bye Pinky	1966-12-23		1966	51	children
1787	92539	Three Coins in the Fountain	1954-05-20		1954	20	wedding
1788	406704	Chinese Box	1997-10-25		1997	43	death
1789	28794755	New York Confidential	1955-02-18	1300000.0	1955	7	crime
1790	11487101	Downhearted Duckling	1954-11-13		1954	45	negative_emotion
1791	1376896	Out Cold	2001-11-21	13906394.0	2001	47	death
1792	26274423	R. P. M.	1970-09-16		1970	38	party
1793	2609661	Border Incident	1949-10-28		1949	43	crime
1794	11388323	Pretty Ladies	1925-09-06		1925	36	family
1795	34288815	La Luna	2011-06-06		2011	23	children
1796	2002403	Halloween 6	1995-09-29	15116634.0	1995	39	family
1797	3649048	The Last Hunt	1956-04-30	3360000.0	1956	18	children
1798	6094307	The 5th Monkey	1990-10-05		1990	40	children
1799	5336170	What Planet Are You From?	2000-03-03	14145677.0	2000	9	family
1800	4714316	The Hills Have Eyes Part II	1984-06-01		1984	22	traveling
1801	10398910	Four Frightened People	1934-01-26		1934	4	family
1802	35013805	White Frog	2012-03-08		2012	10	death
1803	21455630	Welcome to Macintosh	2008-12-15		2008	51	crime
1804	2108445	Porky's II: The Next Day	1983-06-24	33759266.0	1983	25	party
1805	691156	Marked Woman	1937-04-10		1937	14	children
1806	5209312	One Night Stand	1997-11-14		1997	46	family
1807	10348583	Undisputed II: Last Man Standing	2006-04-11		2006	15	negative_emotion
1808	10818667	Perfect Body	1997-09-08		1997	37	family
1809	1486573	Richie Rich	1994-12-21	38087756.0	1994	51	children
1810	23396276	River's End	2005-01-01		2005	53	children
1811	173944	The Lord of the Rings: The Two Towers	2002-12-05	926047111.0	2002	49	kill
1812	7026014	Fools' Parade	1971-08-18		1971	33	crime
1813	11537723	I Eat Your Skin	1971-10-29		1971	43	negative_emotion
1814	4428841	Death of a Scoundrel	1956-10-31		1956	44	family
1815	17971369	Choices of the Heart	1983-12-05		1983	49	death
1816	11395467	The List	2008-04-25		2008	17	death
1817	2066600	Coffy	1973-06-13		1973	24	crime
1818	2935497	Naked Souls	1996-05-18	59458142.0	1996	20	wedding
1819	14684782	The Deadly Spawn	1983-04-22		1983	16	home
1820	31910060	For the Love of Money	2012-06-08		2012	23	crime
1821	25589221	The War on Kids	2009-06-01		2009	23	kill
1822	19942818	Piranha 3-D	2010-08-20	83188165.0	2010	33	negative_emotion
1823	193867	BUtterfield 8	1960-11-04	7552000.0	1960	44	family
1824	1335244	Electric Dreams	1984-07-20		1984	29	home
1825	4451440	Whatever It Takes	2000-03-31		2000	13	children
1826	10035818	Hell and High Water	1954-02-06	2700000.0	1954	5	negative_emotion
1827	193868	Sunrise at Campobello	1960-09-28		1960	39	family
1828	8905485	Tempest	1982-08-13		1982	32	family
1829	9134018	Shockproof	1949-01-25		1949	4	crime
1830	9897904	Article 99	1992-03-13	6375979.0	1992	11	children
1831	17595302	Tom Horn	1980-03-28		1980	13	crime
1832	31905391	Total Recall	2012-08-03	178454768.0	2012	31	kill
1833	2075820	Idlewild	2006-08-25	12643027.0	2006	34	party
1834	6439718	FernGully 2: The Magical Rescue	1998-03-17		1998	12	children
1835	2980727	They Made Me a Killer	1946-05-03		1946	18	crime
1836	24785563	Blond Cheat	1938-06-17		1938	24	party
1837	28044351	Shadowboxing	2010-05-08		2010	18	family
1838	23766228	Forgetting the Girl	2012-03-02		2012	9	children
1839	7210701	I'll Be Glad When You're Dead You Rascal You	1932-11-25		1932	47	kill
1840	1409356	Next Friday	2000-01-11	59827328.0	2000	2	family
1841	2637077	Dying Young	1991-06-21	82264675.0	1991	25	home
1842	9606474	Flame of Barbary Coast	1945-05-28		1945	22	party
1843	6097745	The Legacy	1978-09-01	11364985.0	1978	35	home
1844	12590208	Merrill's Marauders	1962-03-16		1962	11	kill
1845	722551	Fire in the Sky	1993-03-12	19885552.0	1993	10	crime
1846	19206054	Charity Castle	1917-09-03		1917	36	children
1847	12813163	Young Ideas	1943-08-02		1943	31	family
1848	1891570	Black Angel	1946-08-02		1946	31	crime
1849	8356668	Tycus	1999-06-22		1999	25	family
1850	4224372	Elvira's Haunted Hills	2001-06-23		2001	25	traveling
1851	20072102	Sonny	2002-12-27	30005.0	2002	52	family
1852	6643402	If Looks Could Kill - Teen Agent	1991-03-15		1991	11	kill
1853	34732968	Murder by Natural Causes	1979-02-17		1979	7	party
1854	2233095	The Paper	1994-03-18	48424341.0	1994	11	crime
1855	25206044	Money Madness	1948-04-15		1948	16	death
1856	1861566	Saving Star Wars	2004-06-09		2004	24	death
1857	28235997	Call a Messenger	1939-11-03		1939	44	children
1858	16564257	The Imposter	2012-07-13		2012	28	family
1859	7070629	The Opry House	1929-03-28		1929	13	party
1860	8846610	Men in White	1934-03-28		1934	13	wedding
1861	23618548	Trade In	2009-09-19		2009	38	wedding
1862	16511975	Black Magic	1949-08-19		1949	33	children
1863	7892732	Epic Movie	2007-01-25	86865564.0	2007	4	children
1864	20783851	The Red Danube	1949-09-22		1949	38	family
1865	5367128	Santa Fe Trail	1940-12-28		1940	52	kill
1866	12561211	Fate Is the Hunter	1964-11-08		1964	45	traveling
1867	10394806	The Bride Comes Home	1935-12-25		1935	52	wedding
1868	1518813	The Whole Wide World	1996-12-20		1996	51	death
1869	13613782	Sparrows	1926-05-14		1926	19	children
1870	1740284	Gigi	1958-04-15	13208725.0	1958	16	family
1871	19311240	The Love God?	1969-08-01		1969	31	family
1872	2010489	When a Stranger Calls	1979-10-26	21411158.0	1979	43	family
1873	4981484	The Star Chamber	1983-08-05	5555305.0	1983	31	crime
1874	27254000	Springtime for Henry	1934-08-22		1934	34	children
1875	15120787	Hurlyburly	1998-12-25	1798862.0	1998	52	death
1876	31775991	Wives and Lovers	1963-11-04		1963	45	wedding
1877	28255978	Mirrors 2	2010-10-18		2010	42	death
1878	28778357	Right America: Feeling Wronged - Some Voices from the Campaign Trail	2009-02-16		2009	8	family
1879	1801788	More American Graffiti	1979-08-03	8100000.0	1979	31	crime
1880	33887035	Collateral Damage	2002-02-04	78382433.0	2002	6	crime
1881	587507	Best in Show	2000-09-08	20789556.0	2000	36	traveling
1882	1883157	Singin' in the Rain	1952-04-10	7200000.0	1952	15	party
1883	23736886	Curious George 2: Follow That Monkey!	2010-03-02		2010	9	traveling
1884	2466050	Parts: The Clonus Horror	1979-08-01		1979	31	death
1885	2303104	Herbie Goes Bananas	1980-06-25		1980	26	family
1886	99459	Airport	1970-03-05	100489151.0	1970	10	traveling
1887	21766755	The Pack	1977-11-20		1977	46	home
1888	1242607	Tobruk	1967-02-07		1967	6	kill
1889	3228403	Ghost in the Shell	1995-11-18	2287714.0	1995	46	kill
1890	15161999	Milk	2008-10-28	54501383.0	2008	44	wedding
1891	5606938	Jitterbugs	1943-06-25		1943	25	traveling
1892	402866	The Hunchback of Notre Dame	1996-06-21	325338851.0	1996	25	crime
1893	20185209	The Benny Goodman Story	1956-01-01	2700000.0	1956	52	children
1894	15815398	Dear Zachary: A Letter to a Son About His Father	2008-10-31	18334.0	2008	44	family
1895	23555063	Amreeka	2009-06-17	2147715.0	2009	25	family
1896	7446685	Blotto	1930-02-08		1930	6	wedding
1897	24854885	You Will Meet a Tall Dark Stranger	2010-05-15	34275987.0	2010	19	negative_emotion
1898	511228	The Poseidon Adventure	1972-12-12	93300000.0	1972	50	death
1899	11419179	The Vanishing Duck	1958-05-02		1958	18	party
1900	24740489	Dying to Belong	1997-02-24		1997	9	children
1901	2163073	Brats	1930-03-22		1930	12	home
1902	3178798	Pepe	1960-12-20		1960	51	party
1903	8399302	I Went Down	1997-10-03		1997	40	traveling
1904	3193295	The Myth of Fingerprints	1997-09-06	458815.0	1997	36	family
1905	32791398	Melissa P.	2005-11-18	7000000.0	2005	46	family
1906	5134079	Puff, Puff, Pass	2006-05-09		2006	19	traveling
1907	441353	Education for Death	1943-01-15		1943	2	children
1908	19388734	Spanky	1932-03-26		1932	12	family
1909	11715286	Witless Protection	2008-02-22	4161625.0	2008	8	crime
1910	4765785	Duck Soup	1927-03-13		1927	10	home
1911	10202645	The Reivers	1969-12-25		1969	52	home
1912	5787450	Motives	2004-02-24		2004	9	negative_emotion
1913	2505688	Little Nellie Kelly	1940-11-22		1940	47	children
1914	3193176	The Brink's Job	1978-12-08		1978	49	crime
1915	2572919	The Good Shepherd	2006-12-22	99480480.0	2006	51	family
1916	1389264	The Missing	2003-11-26	38364277.0	2003	48	children
1917	27643232	War Dogs	1943-10-09		1943	40	negative_emotion
1918	29007186	Contagion	2011-09-03	135458097.0	2011	35	family
1919	992419	Rock 'n' Roll High School	1979-08-04		1979	31	family
1920	7690015	The Pretender 2001	2001-01-22		2001	4	crime
1921	2313660	Friday the 13th Part VI: Jason Lives	1986-08-01	19472057.0	1986	31	death
1922	1188061	Born in East L.A.	1987-08-21	17355263.0	1987	34	family
1923	1237394	Anne of Green Gables	1985-12-01		1985	48	children
1924	3952475	Straight Talk	1992-04-03	21202099.0	1992	14	party
1925	18076983	Pennies from Heaven	1936-11-25		1936	48	children
1926	25737142	Killers	2010-06-01	98159963.0	2010	22	home
1927	35729649	End of Watch	2012-09-08	36375000.0	2012	36	crime
1928	21747675	Dragonquest	2009-03-31		2009	14	crime
1929	957792	Cats & Dogs	2001-07-04	200687492.0	2001	27	home
1930	1747266	Follow that Dream	1962-04-11		1962	15	family
1931	3256132	Goodbye, Columbus	1969-01-01	22939805.0	1969	1	home
1932	34353005	Carnival Capers	1932-10-10		1932	41	party
1933	2245886	Mousehunt	1997-12-19	122417389.0	1997	51	family
1934	5501627	What Did You Do in the War, Daddy?	1966-08-31		1966	35	crime
1935	12049835	Just Add Water	2008-06-17		2008	25	family
1936	2282187	The Prophecy	1995-09-01	16115878.0	1995	35	negative_emotion
1937	33240946	Justice League: Doom	2012-02-28		2012	9	kill
1938	2387927	The Chumscrubber	2005-08-26	351401.0	2005	34	family
1939	33577424	Spy Kids 2: Island of Lost Dreams	2002-08-07	119723358.0	2002	32	children
1940	21287122	Princess Protection Program	2009-05-20		2009	21	children
1941	23720284	Goldengirl	1979-10-06		1979	40	family
1942	26131380	Two O'Clock Courage	1945-04-13		1945	15	crime
1943	1239400	The Land Before Time	1988-11-18	84460846.0	1988	46	family
1944	21411349	The Bear That Couldn't Sleep	1939-06-10		1939	23	home
1945	2372958	Citizen Cohn	1992-08-22		1992	34	death
1946	2223709	The Turning Point	1977-11-14		1977	46	family
1947	12403535	Rainbow Valley	1935-03-15		1935	11	crime
1948	26277570	Jinx Money	1948-06-27		1948	26	traveling
1949	6457520	The Good, the Bad, and Huckleberry Hound	1988-04-06		1988	14	wedding
1950	7455727	Scenes from the Class Struggle in Beverly Hills	1989-06-03	2156471.0	1989	22	family
1951	31941863	Red Lights	2012-01-20	9079402.0	2012	3	crime
1952	172577	Kangaroo Jack	2003-01-11	88929111.0	2003	2	traveling
1953	171522	Sling Blade	1996-08-30	34175000.0	1996	35	family
1954	4429283	Hondo	1953-11-27	4100000.0	1953	48	family
1955	24445186	Did You Hear About the Morgans?	2009-12-18	85280250.0	2009	51	crime
1956	15332396	Resident Evil: Afterlife	2010-09-02	296221663.0	2010	35	kill
1957	32856520	New Faces	1954-02-19		1954	7	family
1958	574909	Alien Nation	1988-10-07	32155047.0	1988	40	crime
1959	5638447	The Hitman	1991-05-01	4654288.0	1991	18	negative_emotion
1960	35672322	How to Start a Revolution	2011-09-18		2011	37	family
1961	103026	Kramer vs. Kramer	1979-12-18	106260000.0	1979	51	family
1962	1446852	More	1998-01-01		1998	1	family
1963	8675614	Leprechaun 2	1994-04-08	2260622.0	1994	14	negative_emotion
1964	277667	Scary Movie	2000-07-07	278019771.0	2000	27	kill
1965	952902	Cheaters	2000-05-20		2000	20	negative_emotion
1966	76366	Some Like It Hot	1959-03-29	25000000.0	1959	13	family
1967	10956794	Love's Enduring Promise	2004-11-20		2004	47	family
1968	27261334	Diary of a Cannibal	2007-04-24		2007	17	negative_emotion
1969	2673183	Memoirs of an Invisible Man	1992-02-28	19806514.0	1992	9	party
1970	2810158	Barnyard	2006-08-04	108000000.0	2006	31	party
1971	187616	The Final Countdown	1980-08-01	16647800.0	1980	31	kill
1972	31413100	Bed of Lies	1992-01-20		1992	4	family
1973	3597588	Cement	2000-04-03		2000	14	crime
