Wikipedia movie ID,Result,Prediction
3432108,Violent,1.0
1341543,Violent,1.0
4501185,Violent,1.0
2397783,Non-violent,-1.0
9594415,Violent,1.0
5877719,Non-violent,-1.0
3059075,Non-violent,-1.0
142274,Non-violent,-1.0
508985,Violent,1.0
26149260,Violent,1.0
1871167,Non-violent,-1.0
18487239,Non-violent,-1.0
10088120,Non-violent,-1.0
1472852,Non-violent,-1.0
31032524,Non-violent,-1.0
19127891,Violent,1.0
6846215,Violent,1.0
35121944,Non-violent,-1.0
418154,Violent,1.0
13194784,Violent,1.0
780889,Violent,1.0
31303771,Violent,1.0
780888,Non-violent,-1.0
9555242,Non-violent,-1.0
12180811,Non-violent,-1.0
8167343,Violent,1.0
11760680,Non-violent,-1.0
28903478,Violent,1.0
2110246,Non-violent,-1.0
24708749,Violent,1.0
5566878,Non-violent,-1.0
6857245,Violent,1.0
3477618,Violent,1.0
11698816,Violent,1.0
4403780,Non-violent,-1.0
9057972,Non-violent,-1.0
1480748,Non-violent,-1.0
250012,Violent,1.0
2023704,Violent,1.0
1480747,Non-violent,-1.0
683122,Non-violent,-1.0
17736697,Non-violent,-1.0
13210849,Violent,1.0
2332364,Violent,1.0
9457642,Violent,1.0
18950355,Violent,1.0
35784403,Violent,1.0
73395,Violent,1.0
25861920,Non-violent,-1.0
29133141,Violent,1.0
37257312,Non-violent,-1.0
8411320,Non-violent,-1.0
31519851,Non-violent,-1.0
19389678,Non-violent,-1.0
12695008,Non-violent,-1.0
8219325,Violent,1.0
62688,Violent,1.0
24739648,Non-violent,-1.0
468356,Non-violent,-1.0
570743,Violent,1.0
504242,Violent,1.0
129295,Violent,1.0
13289421,Non-violent,-1.0
256337,Violent,1.0
11699443,Non-violent,-1.0
933349,Non-violent,-1.0
2894499,Violent,1.0
11625324,Non-violent,-1.0
25008319,Violent,1.0
8987889,Non-violent,-1.0
1671520,Non-violent,-1.0
21604407,Violent,1.0
23283544,Non-violent,-1.0
24631652,Non-violent,-1.0
21132938,Violent,1.0
17058062,Non-violent,-1.0
12169608,Violent,1.0
7955522,Non-violent,-1.0
28074095,Non-violent,-1.0
20518783,Non-violent,-1.0
18170706,Violent,1.0
9088886,Violent,1.0
6581470,Non-violent,-1.0
24815671,Non-violent,-1.0
3511253,Non-violent,-1.0
1017172,Violent,1.0
10387789,Violent,1.0
5501445,Non-violent,-1.0
7024876,Non-violent,-1.0
580994,Violent,1.0
183828,Violent,1.0
35993713,Violent,1.0
20700559,Non-violent,-1.0
5329751,Violent,1.0
7641358,Violent,1.0
27388121,Non-violent,-1.0
28958853,Non-violent,-1.0
5283066,Violent,1.0
13201569,Non-violent,-1.0
20532977,Non-violent,-1.0
20629940,Non-violent,-1.0
9906067,Violent,1.0
31420015,Violent,1.0
11161265,Violent,1.0
2649865,Non-violent,-1.0
2236141,Non-violent,-1.0
2080306,Violent,1.0
2002258,Violent,1.0
24214688,Non-violent,-1.0
25081936,Non-violent,-1.0
20520779,Non-violent,-1.0
23118238,Non-violent,-1.0
30199617,Non-violent,-1.0
1336564,Non-violent,-1.0
1481638,Violent,1.0
34573784,Violent,1.0
21983784,Non-violent,-1.0
8359892,Violent,1.0
18065848,Non-violent,-1.0
31176974,Non-violent,-1.0
1598832,Non-violent,-1.0
22364213,Violent,1.0
5289480,Non-violent,-1.0
23664512,Violent,1.0
3158499,Violent,1.0
26554437,Violent,1.0
4600218,Violent,1.0
31404359,Violent,1.0
1853602,Violent,1.0
24159097,Non-violent,-1.0
7585416,Violent,1.0
18545627,Violent,1.0
19301429,Non-violent,-1.0
628120,Non-violent,-1.0
3520906,Non-violent,-1.0
1592736,Non-violent,-1.0
7238588,Violent,1.0
12509757,Non-violent,-1.0
21008312,Non-violent,-1.0
6987479,Violent,1.0
2292864,Non-violent,-1.0
8777711,Violent,1.0
74871,Violent,1.0
685987,Non-violent,-1.0
4644031,Violent,1.0
8499528,Violent,1.0
14728039,Non-violent,-1.0
1663320,Non-violent,-1.0
19152358,Violent,1.0
74868,Non-violent,-1.0
1853200,Non-violent,-1.0
5718787,Violent,1.0
25411775,Non-violent,-1.0
8056688,Non-violent,-1.0
4605171,Non-violent,-1.0
6332837,Violent,1.0
10594693,Non-violent,-1.0
3327607,Non-violent,-1.0
22486844,Violent,1.0
8337507,Violent,1.0
15706563,Non-violent,-1.0
2339741,Violent,1.0
14291637,Violent,1.0
1295686,Violent,1.0
45606,Violent,1.0
2542946,Violent,1.0
453830,Non-violent,-1.0
275547,Non-violent,-1.0
28465900,Violent,1.0
2430019,Non-violent,-1.0
15036863,Non-violent,-1.0
28042876,Non-violent,-1.0
16226377,Non-violent,-1.0
6114774,Violent,1.0
31351,Non-violent,-1.0
6823327,Non-violent,-1.0
16674680,Violent,1.0
3673942,Non-violent,-1.0
9340076,Violent,1.0
11262486,Non-violent,-1.0
7725707,Violent,1.0
8700683,Violent,1.0
1380482,Non-violent,-1.0
1456329,Non-violent,-1.0
23902011,Non-violent,-1.0
1367110,Non-violent,-1.0
163462,Non-violent,-1.0
12048544,Violent,1.0
11341340,Non-violent,-1.0
12138493,Non-violent,-1.0
12585204,Non-violent,-1.0
5493659,Violent,1.0
20674415,Violent,1.0
1488066,Violent,1.0
18962686,Non-violent,-1.0
14168925,Violent,1.0
15397835,Non-violent,-1.0
35718038,Violent,1.0
36353797,Non-violent,-1.0
30575,Violent,1.0
35515514,Violent,1.0
17395300,Violent,1.0
4278437,Non-violent,-1.0
685721,Non-violent,-1.0
6691690,Violent,1.0
5105411,Non-violent,-1.0
685720,Non-violent,-1.0
142443,Non-violent,-1.0
26178713,Non-violent,-1.0
43307,Violent,1.0
366111,Non-violent,-1.0
1249019,Violent,1.0
3619129,Non-violent,-1.0
9459581,Non-violent,-1.0
8997652,Violent,1.0
7421446,Non-violent,-1.0
25871790,Violent,1.0
24964277,Violent,1.0
445066,Violent,1.0
4340789,Non-violent,-1.0
4788925,Non-violent,-1.0
26057620,Violent,1.0
14174980,Non-violent,-1.0
46505,Non-violent,-1.0
20760084,Non-violent,-1.0
27223546,Violent,1.0
20731623,Non-violent,-1.0
15386228,Violent,1.0
3112996,Violent,1.0
706860,Non-violent,-1.0
19281170,Violent,1.0
10139367,Non-violent,-1.0
19940455,Non-violent,-1.0
1717731,Non-violent,-1.0
770083,Violent,1.0
23272959,Violent,1.0
3347962,Non-violent,-1.0
8850105,Non-violent,-1.0
23449348,Violent,1.0
19278375,Non-violent,-1.0
4907371,Non-violent,-1.0
22291285,Non-violent,-1.0
30854972,Violent,1.0
5409260,Non-violent,-1.0
28312226,Violent,1.0
453573,Violent,1.0
12260258,Non-violent,-1.0
28817360,Non-violent,-1.0
25105934,Non-violent,-1.0
2379908,Non-violent,-1.0
11614763,Violent,1.0
3331330,Violent,1.0
1858604,Violent,1.0
9694681,Violent,1.0
1007009,Violent,1.0
2100492,Violent,1.0
24827899,Violent,1.0
23734853,Non-violent,-1.0
10183625,Violent,1.0
161452,Violent,1.0
19554890,Violent,1.0
4187434,Violent,1.0
113454,Violent,1.0
1431065,Violent,1.0
32255889,Non-violent,-1.0
5955514,Violent,1.0
12576808,Non-violent,-1.0
17864265,Violent,1.0
6961461,Violent,1.0
2267722,Non-violent,-1.0
21350474,Violent,1.0
23463534,Non-violent,-1.0
680361,Non-violent,-1.0
19787914,Violent,1.0
190405,Non-violent,-1.0
2969042,Non-violent,-1.0
4696764,Violent,1.0
10931728,Non-violent,-1.0
19046062,Non-violent,-1.0
33656303,Violent,1.0
359571,Violent,1.0
22144721,Non-violent,-1.0
10931684,Non-violent,-1.0
10940332,Violent,1.0
24954740,Violent,1.0
5118135,Violent,1.0
165106,Non-violent,-1.0
18967674,Non-violent,-1.0
19662785,Non-violent,-1.0
6165918,Non-violent,-1.0
21057974,Violent,1.0
3658781,Non-violent,-1.0
2609169,Non-violent,-1.0
14436334,Non-violent,-1.0
2761187,Violent,1.0
77643,Non-violent,-1.0
2539874,Violent,1.0
142457,Violent,1.0
3990322,Violent,1.0
33314767,Non-violent,-1.0
10915095,Non-violent,-1.0
17931096,Violent,1.0
186856,Violent,1.0
3470692,Violent,1.0
18890079,Violent,1.0
21242801,Non-violent,-1.0
92582,Non-violent,-1.0
24147198,Violent,1.0
22657183,Non-violent,-1.0
12746610,Violent,1.0
6097565,Violent,1.0
4515396,Violent,1.0
31839719,Non-violent,-1.0
15463100,Violent,1.0
6177777,Violent,1.0
607444,Non-violent,-1.0
8983787,Non-violent,-1.0
13137023,Non-violent,-1.0
1380313,Non-violent,-1.0
13292846,Non-violent,-1.0
25981715,Non-violent,-1.0
17352897,Non-violent,-1.0
18019926,Violent,1.0
4979704,Violent,1.0
21472296,Non-violent,-1.0
24585123,Non-violent,-1.0
3665621,Non-violent,-1.0
12812600,Violent,1.0
2509885,Violent,1.0
1345561,Non-violent,-1.0
2941852,Non-violent,-1.0
3339200,Non-violent,-1.0
34383684,Non-violent,-1.0
1364205,Violent,1.0
1199638,Non-violent,-1.0
27286055,Violent,1.0
17657295,Violent,1.0
7488209,Non-violent,-1.0
3333,Violent,1.0
16958933,Violent,1.0
20839451,Violent,1.0
365039,Non-violent,-1.0
3662683,Violent,1.0
1353277,Violent,1.0
20981095,Non-violent,-1.0
1594929,Violent,1.0
28763446,Violent,1.0
8750529,Violent,1.0
24251542,Violent,1.0
2980843,Non-violent,-1.0
2476317,Violent,1.0
14615533,Non-violent,-1.0
3782101,Violent,1.0
11448113,Violent,1.0
4515733,Violent,1.0
3145085,Violent,1.0
16494542,Violent,1.0
32207440,Non-violent,-1.0
7094942,Non-violent,-1.0
3539982,Violent,1.0
2296056,Non-violent,-1.0
31972917,Violent,1.0
999394,Violent,1.0
4110795,Non-violent,-1.0
31417999,Non-violent,-1.0
13280124,Non-violent,-1.0
24158189,Violent,1.0
9653698,Non-violent,-1.0
3984733,Violent,1.0
226198,Non-violent,-1.0
6851815,Violent,1.0
26191484,Violent,1.0
2795282,Violent,1.0
4199282,Non-violent,-1.0
9974375,Non-violent,-1.0
2026601,Violent,1.0
34537226,Non-violent,-1.0
7081414,Non-violent,-1.0
944471,Non-violent,-1.0
9219835,Violent,1.0
102026,Non-violent,-1.0
2254144,Non-violent,-1.0
4213154,Non-violent,-1.0
7771844,Violent,1.0
9113663,Violent,1.0
15354287,Non-violent,-1.0
4180145,Violent,1.0
7287758,Violent,1.0
703687,Violent,1.0
5513348,Violent,1.0
971217,Violent,1.0
25746124,Violent,1.0
9478308,Violent,1.0
19282469,Non-violent,-1.0
11517368,Non-violent,-1.0
10377382,Violent,1.0
476640,Non-violent,-1.0
7766381,Non-violent,-1.0
9273330,Violent,1.0
28932258,Non-violent,-1.0
24624474,Violent,1.0
14760799,Violent,1.0
26016562,Violent,1.0
2043990,Violent,1.0
14143521,Violent,1.0
545187,Violent,1.0
4783203,Non-violent,-1.0
28226296,Violent,1.0
492540,Violent,1.0
2964227,Non-violent,-1.0
22281789,Non-violent,-1.0
3520805,Non-violent,-1.0
4186478,Violent,1.0
14104063,Non-violent,-1.0
7513196,Non-violent,-1.0
277710,Non-violent,-1.0
7658324,Non-violent,-1.0
909664,Violent,1.0
3597370,Violent,1.0
23628615,Non-violent,-1.0
33716930,Non-violent,-1.0
15924135,Non-violent,-1.0
4123241,Violent,1.0
682275,Non-violent,-1.0
146947,Violent,1.0
6717319,Non-violent,-1.0
22751,Violent,1.0
29449916,Non-violent,-1.0
1539559,Violent,1.0
277713,Non-violent,-1.0
11450070,Violent,1.0
27763405,Violent,1.0
27063955,Violent,1.0
14421091,Violent,1.0
25183068,Non-violent,-1.0
3979809,Violent,1.0
21412109,Non-violent,-1.0
21250249,Violent,1.0
11894802,Violent,1.0
441280,Violent,1.0
2501824,Non-violent,-1.0
7535009,Non-violent,-1.0
14336079,Non-violent,-1.0
6571638,Non-violent,-1.0
26187979,Violent,1.0
70428,Non-violent,-1.0
144831,Violent,1.0
11351598,Violent,1.0
5620636,Violent,1.0
12665133,Non-violent,-1.0
2956085,Non-violent,-1.0
12835046,Non-violent,-1.0
26030961,Non-violent,-1.0
2448736,Violent,1.0
1608019,Violent,1.0
4345625,Non-violent,-1.0
8291759,Violent,1.0
25830355,Non-violent,-1.0
19968061,Non-violent,-1.0
22278175,Non-violent,-1.0
7518441,Non-violent,-1.0
734419,Violent,1.0
9169267,Violent,1.0
6781858,Non-violent,-1.0
5699114,Violent,1.0
15016005,Non-violent,-1.0
4977010,Violent,1.0
2154180,Violent,1.0
31614378,Violent,1.0
19233847,Non-violent,-1.0
1040965,Violent,1.0
20402406,Violent,1.0
17595675,Non-violent,-1.0
28722503,Violent,1.0
3343617,Non-violent,-1.0
18865496,Violent,1.0
76399,Non-violent,-1.0
32258845,Violent,1.0
4940876,Violent,1.0
11604278,Non-violent,-1.0
5150937,Non-violent,-1.0
17128512,Non-violent,-1.0
8519164,Violent,1.0
1749093,Violent,1.0
29373289,Non-violent,-1.0
2779486,Violent,1.0
25011255,Non-violent,-1.0
2117473,Non-violent,-1.0
27451281,Violent,1.0
7307622,Non-violent,-1.0
35287202,Non-violent,-1.0
12267883,Violent,1.0
30864957,Non-violent,-1.0
6394592,Non-violent,-1.0
29501024,Non-violent,-1.0
2045991,Non-violent,-1.0
9068424,Violent,1.0
28873034,Non-violent,-1.0
21513056,Non-violent,-1.0
10407964,Violent,1.0
1638112,Violent,1.0
3382856,Non-violent,-1.0
4191487,Non-violent,-1.0
314406,Violent,1.0
4008886,Non-violent,-1.0
8620409,Violent,1.0
19554323,Non-violent,-1.0
2243660,Non-violent,-1.0
61501,Non-violent,-1.0
2352505,Violent,1.0
32326508,Non-violent,-1.0
6402018,Violent,1.0
2772142,Non-violent,-1.0
3450583,Non-violent,-1.0
6085266,Violent,1.0
2370658,Violent,1.0
1136182,Non-violent,-1.0
31231394,Non-violent,-1.0
11703733,Non-violent,-1.0
6342627,Violent,1.0
5019011,Non-violent,-1.0
2485103,Violent,1.0
532618,Violent,1.0
1452866,Non-violent,-1.0
3374650,Violent,1.0
6976850,Violent,1.0
24926538,Non-violent,-1.0
10806577,Non-violent,-1.0
6760470,Non-violent,-1.0
7160018,Violent,1.0
26514248,Non-violent,-1.0
19859269,Violent,1.0
8137655,Non-violent,-1.0
1781284,Violent,1.0
20019382,Violent,1.0
35009216,Violent,1.0
920613,Non-violent,-1.0
2372994,Violent,1.0
17430659,Violent,1.0
10499315,Violent,1.0
3730244,Non-violent,-1.0
22318957,Violent,1.0
2310550,Non-violent,-1.0
2513887,Non-violent,-1.0
342926,Non-violent,-1.0
15406605,Violent,1.0
17610897,Violent,1.0
5655933,Non-violent,-1.0
3191378,Non-violent,-1.0
21157144,Non-violent,-1.0
25006668,Violent,1.0
12073433,Violent,1.0
2031778,Violent,1.0
2165760,Violent,1.0
7962487,Non-violent,-1.0
21586409,Violent,1.0
27941379,Violent,1.0
6954370,Non-violent,-1.0
4179778,Violent,1.0
2037403,Non-violent,-1.0
60164,Non-violent,-1.0
32683873,Non-violent,-1.0
23634493,Non-violent,-1.0
22291276,Non-violent,-1.0
9105327,Violent,1.0
3869472,Violent,1.0
18549958,Non-violent,-1.0
14480043,Violent,1.0
2350630,Violent,1.0
2200771,Non-violent,-1.0
9470281,Non-violent,-1.0
7330661,Non-violent,-1.0
10061978,Violent,1.0
1356982,Non-violent,-1.0
3934285,Non-violent,-1.0
1073955,Non-violent,-1.0
3920193,Violent,1.0
19747667,Non-violent,-1.0
5800622,Non-violent,-1.0
1364770,Violent,1.0
4143719,Non-violent,-1.0
21217240,Non-violent,-1.0
27156371,Non-violent,-1.0
541642,Violent,1.0
2082089,Non-violent,-1.0
10328139,Violent,1.0
24171144,Violent,1.0
9595260,Non-violent,-1.0
26658618,Non-violent,-1.0
23961650,Violent,1.0
8401387,Violent,1.0
17437489,Non-violent,-1.0
201448,Non-violent,-1.0
350629,Non-violent,-1.0
14445050,Non-violent,-1.0
5927555,Non-violent,-1.0
4018828,Non-violent,-1.0
6420269,Non-violent,-1.0
709318,Violent,1.0
3730809,Non-violent,-1.0
4248608,Non-violent,-1.0
24551438,Non-violent,-1.0
5291288,Violent,1.0
320502,Violent,1.0
7344950,Non-violent,-1.0
28009904,Non-violent,-1.0
6126268,Violent,1.0
320500,Non-violent,-1.0
9822793,Violent,1.0
3623294,Non-violent,-1.0
9446254,Non-violent,-1.0
282964,Violent,1.0
129602,Non-violent,-1.0
12010187,Non-violent,-1.0
26007295,Violent,1.0
6257968,Non-violent,-1.0
8085358,Non-violent,-1.0
8460547,Non-violent,-1.0
3717574,Violent,1.0
6887230,Violent,1.0
32100598,Non-violent,-1.0
2929705,Violent,1.0
26085256,Violent,1.0
1712658,Violent,1.0
243204,Violent,1.0
18041934,Violent,1.0
5305513,Non-violent,-1.0
2763233,Non-violent,-1.0
19101562,Non-violent,-1.0
12530079,Non-violent,-1.0
9475022,Non-violent,-1.0
13015706,Non-violent,-1.0
1312930,Violent,1.0
11723307,Non-violent,-1.0
15418729,Non-violent,-1.0
1232511,Violent,1.0
2311219,Violent,1.0
1118809,Violent,1.0
34082375,Violent,1.0
2155510,Violent,1.0
27756613,Non-violent,-1.0
177740,Violent,1.0
3021304,Non-violent,-1.0
5305120,Non-violent,-1.0
76335,Violent,1.0
5501567,Violent,1.0
561315,Non-violent,-1.0
15336744,Violent,1.0
4539015,Violent,1.0
2302751,Non-violent,-1.0
3096943,Non-violent,-1.0
11496773,Violent,1.0
4694464,Non-violent,-1.0
6856411,Violent,1.0
2506848,Non-violent,-1.0
16125220,Non-violent,-1.0
36415448,Non-violent,-1.0
5664063,Non-violent,-1.0
12401310,Non-violent,-1.0
15164491,Violent,1.0
897540,Non-violent,-1.0
4852728,Non-violent,-1.0
26717073,Violent,1.0
143259,Non-violent,-1.0
31160411,Non-violent,-1.0
11883104,Violent,1.0
4525665,Non-violent,-1.0
7681320,Violent,1.0
13333148,Violent,1.0
12433713,Non-violent,-1.0
1934977,Non-violent,-1.0
18098742,Non-violent,-1.0
369682,Non-violent,-1.0
26137623,Non-violent,-1.0
9415710,Violent,1.0
1056686,Violent,1.0
13846179,Non-violent,-1.0
13112047,Non-violent,-1.0
4727,Violent,1.0
15047151,Violent,1.0
1041202,Non-violent,-1.0
5550410,Violent,1.0
18798887,Non-violent,-1.0
217793,Non-violent,-1.0
18571859,Non-violent,-1.0
2295405,Violent,1.0
30920276,Non-violent,-1.0
15047111,Violent,1.0
2966368,Non-violent,-1.0
10642431,Violent,1.0
1054845,Non-violent,-1.0
3058148,Non-violent,-1.0
18963606,Violent,1.0
26735714,Non-violent,-1.0
18979350,Non-violent,-1.0
8407529,Non-violent,-1.0
1278961,Violent,1.0
15337018,Violent,1.0
27995999,Violent,1.0
887457,Violent,1.0
4300597,Non-violent,-1.0
6994182,Non-violent,-1.0
901907,Violent,1.0
6500339,Violent,1.0
13501589,Violent,1.0
1830725,Violent,1.0
12613761,Violent,1.0
16199885,Non-violent,-1.0
2563340,Violent,1.0
18599377,Non-violent,-1.0
8666659,Non-violent,-1.0
2695729,Violent,1.0
1358544,Violent,1.0
19947800,Non-violent,-1.0
73977,Violent,1.0
34296392,Non-violent,-1.0
19192023,Non-violent,-1.0
4440277,Violent,1.0
4710606,Violent,1.0
18800331,Non-violent,-1.0
10343550,Non-violent,-1.0
4586623,Non-violent,-1.0
8055976,Non-violent,-1.0
1265864,Violent,1.0
4857566,Non-violent,-1.0
8641043,Non-violent,-1.0
6021280,Violent,1.0
1771625,Non-violent,-1.0
2522220,Violent,1.0
3978163,Non-violent,-1.0
8929476,Non-violent,-1.0
1062036,Non-violent,-1.0
34044006,Violent,1.0
26138037,Non-violent,-1.0
1044875,Non-violent,-1.0
20195915,Non-violent,-1.0
22102102,Non-violent,-1.0
14170318,Violent,1.0
12857910,Non-violent,-1.0
5638547,Violent,1.0
5035585,Non-violent,-1.0
15018795,Violent,1.0
23652051,Violent,1.0
2032676,Violent,1.0
27693775,Non-violent,-1.0
19865922,Non-violent,-1.0
6492614,Non-violent,-1.0
1102282,Violent,1.0
30549208,Violent,1.0
32267636,Violent,1.0
20896389,Non-violent,-1.0
23594997,Non-violent,-1.0
32869134,Violent,1.0
14790659,Non-violent,-1.0
9010968,Non-violent,-1.0
24158073,Non-violent,-1.0
11697273,Violent,1.0
17365387,Violent,1.0
3671998,Violent,1.0
19874156,Non-violent,-1.0
2571604,Non-violent,-1.0
18456072,Violent,1.0
15726696,Violent,1.0
4041456,Non-violent,-1.0
2301060,Non-violent,-1.0
3244123,Non-violent,-1.0
2814516,Non-violent,-1.0
20894604,Violent,1.0
527414,Violent,1.0
18158404,Non-violent,-1.0
5375472,Non-violent,-1.0
534778,Violent,1.0
33117749,Non-violent,-1.0
18716845,Non-violent,-1.0
23252763,Non-violent,-1.0
31657529,Violent,1.0
26389395,Violent,1.0
1577984,Violent,1.0
33269085,Non-violent,-1.0
15122117,Violent,1.0
22087976,Non-violent,-1.0
1129583,Violent,1.0
22050579,Non-violent,-1.0
31706716,Violent,1.0
2557050,Violent,1.0
648921,Violent,1.0
2825783,Non-violent,-1.0
4954419,Non-violent,-1.0
644845,Non-violent,-1.0
14454439,Non-violent,-1.0
1544670,Violent,1.0
8267311,Violent,1.0
16751513,Violent,1.0
6917971,Non-violent,-1.0
26279540,Violent,1.0
19400604,Violent,1.0
174560,Non-violent,-1.0
2887314,Violent,1.0
8004988,Violent,1.0
2932827,Non-violent,-1.0
1898116,Non-violent,-1.0
9907431,Violent,1.0
28368738,Violent,1.0
16747410,Violent,1.0
16072264,Violent,1.0
9309429,Non-violent,-1.0
21427848,Non-violent,-1.0
6119983,Non-violent,-1.0
1357356,Non-violent,-1.0
16686440,Violent,1.0
3140828,Violent,1.0
1271237,Non-violent,-1.0
8753860,Violent,1.0
8850351,Violent,1.0
28204476,Violent,1.0
33497207,Violent,1.0
945305,Violent,1.0
5831289,Violent,1.0
21620643,Violent,1.0
32984773,Violent,1.0
10090763,Non-violent,-1.0
1164646,Non-violent,-1.0
8188906,Violent,1.0
12361350,Non-violent,-1.0
4149808,Violent,1.0
